ActionsExecuted, UniqueStates
1,1
2,1
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,3
11,4
12,4
13,5
14,5
15,5
16,5
17,5
18,5
19,5
20,6
21,6
22,6
23,6
24,6
25,6
26,6
27,7
28,7
29,7
30,7
31,7
32,8
33,9
34,9
35,9
36,9
37,9
38,10
39,11
40,12
41,12
42,12
43,12
44,12
45,12
46,12
47,13
48,13
49,13
50,13
51,13
52,14
53,15
54,15
55,15
56,15
57,15
58,15
59,15
60,15
61,15
62,15
63,15
64,15
65,15
66,15
67,15
68,15
69,15
70,15
71,16
72,17
73,17
74,18
75,18
76,19
77,19
78,19
79,19
80,19
81,19
82,20
83,20
84,20
85,20
86,20
87,20
88,20
89,20
90,21
91,22
92,22
93,22
94,22
95,22
96,22
97,22
98,22
99,22
100,22
101,22
102,23
103,23
104,23
105,24
106,24
107,25
108,25
109,25
110,25
111,25
112,25
113,25
114,25
115,25
116,25
117,25
118,25
119,25
120,25
121,26
122,26
123,26
124,26
125,26
126,26
127,26
128,26
129,26
130,26
131,26
132,26
133,26
134,26
135,26
136,26
137,26
138,26
139,26
140,26
141,26
142,26
143,26
144,26
145,26
146,26
147,27
148,27
149,27
150,27
151,27
152,27
153,28
154,28
155,28
156,28
157,28
158,28
159,28
160,28
161,28
162,28
163,28
164,28
165,28
166,28
167,28
168,28
169,28
170,28
171,28
172,28
173,28
174,28
175,28
176,28
177,28
178,28
179,28
180,29
181,30
182,31
183,31
184,31
185,31
186,31
187,31
188,31
189,31
190,31
191,31
192,31
193,31
194,31
195,31
196,31
197,31
198,31
199,31
200,31
201,31
202,31
203,31
204,31
205,31
206,31
207,31
208,31
209,31
210,31
211,31
212,31
213,31
214,32
215,32
216,32
217,33
218,33
219,33
220,34
221,34
222,35
223,35
224,35
225,35
226,35
227,36
228,37
229,37
230,38
231,39
232,39
233,40
234,41
235,41
236,41
237,41
238,41
239,42
240,42
241,42
242,43
243,43
244,44
245,44
246,44
247,44
248,44
249,44
250,44
251,44
252,45
253,45
254,45
255,45
256,45
257,45
258,45
259,45
260,45
261,45
262,45
263,46
264,46
265,46
266,46
267,46
268,46
269,46
270,46
271,46
272,46
273,46
274,46
275,46
276,47
277,47
278,47
279,48
280,48
281,48
282,48
283,48
284,48
285,48
286,48
287,48
288,49
289,49
290,50
291,51
292,52
293,53
294,54
295,55
296,55
297,56
298,56
299,56
300,57
301,58
302,58
303,58
304,59
305,60
306,61
307,62
308,63
309,63
310,64
311,65
312,66
313,66
314,67
315,68
316,69
317,69
318,70
319,71
320,72
321,73
322,73
323,74
324,75
325,75
326,75
327,76
328,77
329,77
330,78
331,78
332,79
333,79
334,79
335,79
336,79
337,79
338,80
339,81
340,81
341,82
342,82
343,83
344,84
345,84
346,85
347,86
348,86
349,86
350,86
351,87
352,87
353,88
354,88
355,89
356,90
357,90
358,90
359,91
360,91
361,91
362,92
363,93
364,94
365,94
366,94
367,94
368,94
369,94
370,94
371,94
372,94
373,95
374,95
375,95
376,95
377,96
378,97
379,97
380,97
381,98
382,98
383,98
384,98
385,98
386,98
387,98
388,99
389,99
390,99
391,99
392,99
393,99
394,99
395,99
396,99
397,99
398,100
399,100
400,100
401,100
402,101
403,101
404,102
405,102
406,102
407,103
408,103
409,103
410,104
411,104
412,105
413,105
414,106
415,106
416,106
417,107
418,108
419,109
420,110
421,110
422,110
423,110
424,110
425,111
426,111
427,111
428,111
429,111
430,111
431,111
432,111
