ActionsExecuted, UniqueStates
1,1
2,2
3,3
4,4
5,4
6,4
7,4
8,4
9,4
10,4
11,4
12,4
13,4
14,4
15,5
16,5
17,5
18,6
19,7
20,8
21,8
22,9
23,10
24,10
25,11
26,11
27,12
28,12
29,12
30,13
31,13
32,13
33,13
34,14
35,15
36,15
37,16
38,17
39,17
40,17
41,18
42,19
43,19
44,19
45,19
46,19
47,20
48,20
49,21
50,21
51,22
52,23
53,24
54,24
55,24
56,24
57,24
58,25
59,26
60,26
61,27
62,27
63,28
64,28
65,28
66,29
67,30
68,30
69,31
70,32
71,32
72,32
73,32
74,32
75,32
76,32
77,32
78,32
79,33
80,34
81,35
82,36
83,37
84,38
85,38
86,38
87,38
88,38
89,39
90,39
91,39
92,39
93,39
94,39
95,39
96,39
97,39
98,39
99,39
100,40
