Subpopulation,Counter,Strategy,Short strategy,Simplified strategy,Sequence,Duration,States,Actions,UniqueStates,UniqueActions,NotFoundActions,IrregularActions,Severity,fitness, fitness median, fitnes mean, timestamp
0,586,random-action:,U,U,1.0,203.0,100.0,100.0,29.0,48.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,2019-08-04 20:44:10
0,587,random-action:,U,U,1.0,212.0,100.0,100.0,43.0,61.0,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,2019-08-04 20:48:10
0,588,random-action:,U,U,1.0,201.0,100.0,100.0,40.0,67.0,0.0,0.0,0.0,0.025,0.025,0.025,2019-08-04 20:52:00
0,589,random-action:,U,U,1.0,207.0,100.0,100.0,43.0,48.0,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,2019-08-04 20:56:06
0,590,random-action:,U,U,1.0,193.0,100.0,100.0,36.0,64.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,2019-08-04 20:59:51
0,591,random-action:,U,U,1.0,310.0,100.0,100.0,60.0,63.0,0.0,0.0,0.0,0.016666666666666666,0.016666666666666666,0.016666666666666666,2019-08-04 21:09:38
0,592,random-action:,U,U,1.0,245.0,100.0,100.0,50.0,66.0,0.0,0.0,0.0,0.02,0.02,0.02,2019-08-04 21:14:08
0,593,random-action:,U,U,1.0,173.0,100.0,100.0,27.0,73.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,2019-08-04 21:17:27
0,594,random-action:,U,U,1.0,224.0,100.0,100.0,41.0,64.0,0.0,0.0,0.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,2019-08-04 21:21:43
0,595,random-action:,U,U,1.0,251.0,96.0,96.0,52.0,55.0,0.0,0.0,0.0,0.019230769230769232,0.019230769230769232,0.019230769230769232,2019-08-04 21:26:31
0,596,random-action:,U,U,1.0,231.0,92.0,92.0,40.0,57.0,0.0,0.0,0.0,0.025,0.025,0.025,2019-08-04 21:30:51
0,597,random-action:,U,U,1.0,232.0,94.0,94.0,52.0,58.0,0.0,0.0,0.0,0.019230769230769232,0.019230769230769232,0.019230769230769232,2019-08-04 21:35:11
0,598,random-action:,U,U,1.0,238.0,90.0,90.0,37.0,54.0,0.0,0.0,0.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,2019-08-04 21:39:48
0,599,random-action:,U,U,1.0,248.0,93.0,93.0,47.0,59.0,0.0,0.0,0.0,0.02127659574468085,0.02127659574468085,0.02127659574468085,2019-08-04 21:44:25
0,600,random-action:,U,U,1.0,222.0,89.0,89.0,36.0,54.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,2019-08-04 21:48:35
0,601,random-action:,U,U,1.0,251.0,98.0,98.0,19.0,51.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,2019-08-04 21:53:21
0,602,random-action:,U,U,1.0,301.0,94.0,94.0,41.0,58.0,0.0,0.0,0.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,2019-08-04 21:58:49
0,603,random-action:,U,U,1.0,396.0,93.0,93.0,33.0,62.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,2019-08-04 22:05:54
0,604,random-action:,U,U,1.0,398.0,85.0,85.0,42.0,60.0,0.0,0.0,0.9999999,0.023809523809523808,0.023809523809523808,0.023809523809523808,2019-08-04 22:13:04
0,605,random-action:,U,U,1.0,157.0,100.0,100.0,35.0,70.0,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.02857142857142857,2019-08-04 22:16:11
0,606,random-action:,U,U,1.0,156.0,100.0,100.0,32.0,71.0,0.0,0.0,0.0,0.03125,0.03125,0.03125,2019-08-04 22:19:13
0,607,random-action:,U,U,1.0,157.0,100.0,100.0,32.0,58.0,0.0,0.0,0.0,0.03125,0.03125,0.03125,2019-08-04 22:22:20
0,608,random-action:,U,U,1.0,283.0,91.0,91.0,37.0,62.0,0.0,0.0,0.99999999,0.02702702702702703,0.02702702702702703,0.02702702702702703,2019-08-04 22:27:29
0,609,random-action:,U,U,1.0,196.0,100.0,100.0,26.0,58.0,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,2019-08-04 22:31:35
0,610,random-action:,U,U,1.0,209.0,100.0,100.0,44.0,53.0,0.0,0.0,0.0,0.022727272727272728,0.022727272727272728,0.022727272727272728,2019-08-04 22:35:30
0,611,random-action:,U,U,1.0,153.0,98.0,98.0,38.0,66.0,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.02631578947368421,2019-08-04 22:38:31
0,612,random-action:,U,U,1.0,194.0,100.0,100.0,36.0,71.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,2019-08-04 22:42:12
0,613,random-action:,U,U,1.0,187.0,100.0,100.0,30.0,59.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,2019-08-04 22:45:51
0,614,random-action:,U,U,1.0,142.0,100.0,100.0,46.0,54.0,0.0,0.0,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,2019-08-04 22:48:43
0,615,random-action:,U,U,1.0,174.0,100.0,100.0,36.0,64.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,2019-08-04 22:52:07
0,617,random-action:,U,U,1.0,145.0,100.0,100.0,44.0,53.0,0.0,0.0,0.0,0.022727272727272728,0.022727272727272728,0.022727272727272728,2019-08-04 22:59:40
0,618,random-action:,U,U,1.0,245.0,97.0,97.0,59.0,71.0,0.0,0.0,0.99999999,0.01694915254237288,0.01694915254237288,0.01694915254237288,2019-08-04 23:04:14
0,619,random-action:,U,U,1.0,154.0,54.0,54.0,25.0,41.0,0.0,0.0,0.99999999,0.04,0.04,0.04,2019-08-04 23:07:42
0,620,random-action:,U,U,1.0,221.0,100.0,100.0,46.0,72.0,0.0,0.0,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,2019-08-04 23:11:56
0,621,random-action:,U,U,1.0,224.0,100.0,100.0,47.0,65.0,0.0,0.0,0.0,0.02127659574468085,0.02127659574468085,0.02127659574468085,2019-08-04 23:16:09
0,622,random-action:,U,U,1.0,196.0,100.0,100.0,38.0,59.0,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.02631578947368421,2019-08-04 23:19:59
0,623,random-action:,U,U,1.0,214.0,100.0,100.0,42.0,60.0,0.0,0.0,0.0,0.023809523809523808,0.023809523809523808,0.023809523809523808,2019-08-04 23:24:04
0,624,random-action:,U,U,1.0,185.0,100.0,100.0,34.0,67.0,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,2019-08-04 23:27:39
0,625,random-action:,U,U,1.0,147.0,100.0,100.0,34.0,63.0,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,2019-08-04 23:30:33
0,626,random-action:,U,U,1.0,187.0,100.0,100.0,34.0,58.0,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,2019-08-04 23:34:09
0,627,random-action:,U,U,1.0,172.0,100.0,100.0,39.0,58.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,2019-08-04 23:37:26
0,628,random-action:,U,U,1.0,232.0,100.0,100.0,51.0,77.0,0.0,0.0,0.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,2019-08-04 23:41:46
0,629,random-action:,U,U,1.0,251.0,100.0,100.0,30.0,48.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,2019-08-04 23:46:28
0,630,random-action:,U,U,1.0,157.0,100.0,100.0,36.0,59.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,2019-08-04 23:53:41
0,631,random-action:,U,U,1.0,208.0,100.0,100.0,31.0,70.0,0.0,0.0,0.0,0.03225806451612903,0.03225806451612903,0.03225806451612903,2019-08-04 23:57:36
0,632,random-action:,U,U,1.0,174.0,100.0,100.0,36.0,54.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,2019-08-05 00:01:00
0,633,random-action:,U,U,1.0,170.0,100.0,100.0,32.0,62.0,0.0,0.0,0.0,0.03125,0.03125,0.03125,2019-08-05 00:04:16
0,634,random-action:,U,U,1.0,190.0,100.0,100.0,28.0,60.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,2019-08-05 00:08:08
0,635,random-action:,U,U,1.0,183.0,100.0,100.0,28.0,59.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,2019-08-05 00:29:30
0,636,random-action:,U,U,1.0,168.0,100.0,100.0,43.0,59.0,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,2019-08-05 00:32:34
