ActionsExecuted, UniqueStates
1,1
2,2
3,3
4,4
5,4
6,5
7,6
8,7
9,7
10,8
11,9
12,10
13,11
14,11
15,11
16,11
17,12
18,12
19,13
20,13
21,13
22,13
23,13
24,13
25,13
26,14
27,14
28,14
29,14
30,15
31,16
32,17
33,18
34,19
35,20
36,21
37,22
38,23
39,24
40,25
41,26
42,27
43,28
44,29
45,29
46,29
47,29
48,29
49,30
50,30
51,30
52,31
53,31
54,31
55,31
56,31
57,32
58,32
59,32
60,33
61,33
62,33
63,33
64,34
65,34
66,35
67,35
68,35
69,35
70,35
71,35
72,35
73,35
74,35
75,35
76,35
77,36
78,37
79,37
80,37
81,38
82,38
83,38
84,38
85,39
86,39
87,39
88,40
89,40
90,40
91,41
92,41
93,42
94,42
95,43
96,43
97,43
98,44
99,44
100,45
