ActionsExecuted, UniqueStates
1,1
2,2
3,3
4,4
5,5
6,6
7,6
8,6
9,6
10,6
11,6
12,6
13,7
14,7
15,8
16,9
17,9
18,9
19,9
20,10
21,11
22,11
23,11
24,12
25,12
26,13
27,13
28,13
29,13
30,13
31,13
32,13
33,13
34,13
35,13
36,14
37,14
38,15
39,16
40,16
41,17
42,17
43,17
44,18
45,18
46,18
47,19
48,19
49,19
50,19
51,19
52,20
53,21
54,22
55,22
56,22
57,23
58,23
59,23
60,23
61,23
62,24
63,24
64,25
65,25
66,25
67,25
68,25
69,25
70,26
71,27
72,28
73,28
74,28
75,28
76,28
77,28
78,29
79,29
80,29
81,29
82,29
83,29
84,29
85,29
86,29
87,30
88,30
89,30
90,30
91,30
92,30
93,30
94,30
95,30
96,31
97,31
98,31
99,31
100,32
101,33
102,33
103,33
104,33
105,33
106,33
107,34
108,34
109,35
110,36
111,36
112,36
113,36
114,36
115,36
116,37
117,38
118,38
119,39
120,39
121,39
122,39
123,40
124,40
125,40
126,40
127,40
128,40
129,40
130,40
131,40
132,40
133,40
134,40
135,40
136,40
137,40
138,40
139,40
140,41
141,42
142,43
143,44
144,45
145,46
146,47
147,47
148,47
149,47
150,48
151,49
152,49
153,50
154,50
155,50
156,51
157,51
158,52
159,52
160,53
161,54
162,55
163,55
164,55
165,55
166,56
167,57
168,58
169,59
170,60
171,61
172,61
173,62
174,63
175,64
176,65
177,66
178,66
179,67
180,68
181,69
182,70
183,71
184,71
185,72
186,72
187,73
188,74
189,75
190,76
191,77
192,77
193,77
194,77
195,77
196,78
197,79
198,79
199,80
200,80
201,80
202,81
203,81
204,81
205,81
206,81
207,81
208,81
209,81
210,81
211,81
212,81
213,82
214,83
215,83
216,83
217,83
218,83
219,83
220,83
221,83
222,84
223,84
224,85
225,85
226,85
227,85
228,85
229,86
230,87
231,88
232,89
233,89
234,90
235,90
236,91
237,91
238,91
239,92
240,92
241,92
242,92
243,92
244,92
245,93
246,93
247,93
248,94
249,94
250,95
251,96
252,96
253,96
254,96
255,96
256,96
257,96
258,96
259,96
260,96
261,96
262,96
263,96
264,96
265,96
266,96
267,97
268,97
269,97
270,97
271,97
272,97
273,97
274,97
275,97
276,97
277,98
278,98
279,98
280,98
281,99
282,100
283,100
284,101
285,102
286,102
287,102
288,103
289,103
290,103
291,104
292,104
293,104
294,105
295,105
296,105
297,106
298,106
299,106
300,107
301,107
302,108
303,108
304,109
305,110
306,110
307,110
308,110
309,110
310,111
311,111
312,112
313,112
314,112
315,113
316,114
317,115
318,116
319,116
320,116
321,117
322,117
323,117
324,117
325,117
326,117
327,117
328,117
329,117
330,117
331,117
332,117
333,117
334,118
335,118
336,118
337,119
338,119
339,119
340,119
341,120
342,121
343,122
344,123
345,123
346,123
347,124
348,125
349,126
350,126
351,127
352,127
353,127
354,127
355,127
356,128
357,128
358,128
359,128
360,128
361,128
362,129
363,130
364,131
365,132
366,133
367,134
368,134
369,135
370,136
371,136
372,137
373,138
374,139
375,139
376,140
377,141
378,141
379,141
380,142
381,143
382,143
383,144
384,145
385,146
386,147
387,148
388,148
389,148
390,148
391,148
392,149
393,150
394,150
395,151
396,152
397,152
398,152
399,153
400,154
401,155
402,155
403,155
404,156
405,156
406,157
407,157
408,158
409,159
410,160
411,161
412,161
413,162
414,163
415,164
416,164
417,165
418,166
419,166
420,166
421,167
422,168
423,169
424,169
425,169
426,169
427,169
428,169
429,169
430,169
431,169
432,169
433,170
434,170
435,170
436,170
437,170
438,170
439,170
440,170
441,171
442,171
443,172
444,172
445,172
446,172
447,172
448,172
449,172
450,172
451,172
452,172
453,172
454,172
455,172
456,172
457,172
458,172
459,172
460,172
461,172
462,172
463,172
464,172
465,172
466,172
467,172
468,172
469,172
470,173
471,174
472,174
473,175
474,176
475,176
476,176
477,176
478,176
479,176
480,176
481,176
482,177
