ActionsExecuted, UniqueStates
1,1
2,2
3,2
4,3
5,3
6,3
7,3
8,3
9,3
10,4
11,5
12,6
13,6
14,6
15,7
16,7
17,7
18,7
19,8
20,8
21,8
22,8
23,8
24,8
25,9
26,10
27,10
28,11
29,11
30,11
31,11
32,11
33,11
34,12
35,12
36,12
37,12
38,12
39,13
40,14
41,15
42,16
43,16
44,16
45,17
46,17
47,17
48,18
49,19
50,20
51,21
52,21
53,21
54,22
55,22
56,22
57,22
58,23
59,24
60,25
61,25
62,25
63,26
64,26
65,27
66,28
67,29
68,30
69,30
70,30
71,30
72,31
73,32
74,33
75,33
76,33
77,33
78,33
79,33
80,33
81,33
82,33
83,34
84,34
85,35
86,35
87,36
88,36
89,36
90,36
91,36
92,36
93,36
94,36
95,36
96,36
