Subpopulation,Counter,Strategy,Short strategy,Simplified strategy,Sequence,Duration,States,Actions,UniqueStates,UniqueActions,NotFoundActions,IrregularActions,Severity,fitness, fitness median, fitnes mean, timestamp
0,1,random-action-of-type:hit-key-action:,V6,V6,1.0,90.0,100.0,100.0,26.0,36.0,100.0,0.0,0.0,0.038461538461538464,0.0,0.0,2019-10-16 20:02:54
0,2,random-action-of-type:hit-key-action:,V6,V6,1.0,68.0,100.0,100.0,25.0,33.0,100.0,0.0,0.0,0.04,0.0,0.0,2019-10-16 20:04:10
0,3,random-action-of-type:hit-key-action:,V6,V6,1.0,91.0,98.0,98.0,33.0,37.0,98.0,0.0,0.0,0.030303030303030304,0.0,0.0,2019-10-16 20:05:47
0,4,random-action-of-type:hit-key-action:,V6,V6,1.0,71.0,100.0,100.0,23.0,35.0,100.0,0.0,0.0,0.043478260869565216,0.0,0.0,2019-10-16 20:07:04
0,5,random-action-of-type:hit-key-action:,V6,V6,1.0,66.0,100.0,100.0,29.0,37.0,100.0,0.0,0.0,0.034482758620689655,0.038461538461538464,0.037345117650964724,2019-10-16 20:08:16
0,6,previous-action:,T,T,1.0,65.0,100.0,100.0,2.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,2019-10-16 20:09:27
0,7,previous-action:,T,T,1.0,50.0,100.0,100.0,2.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,2019-10-16 20:10:23
0,8,previous-action:,T,T,1.0,52.0,100.0,100.0,2.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,2019-10-16 20:11:21
0,9,previous-action:,T,T,1.0,50.0,100.0,100.0,2.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,2019-10-16 20:12:17
0,10,previous-action:,T,T,1.0,52.0,100.0,100.0,2.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,2019-10-16 20:13:16
0,11,random-unexecuted-action-of-type:click-action:,2B,2B,1.0,84.0,98.0,98.0,30.0,52.0,58.0,0.0,0.0,0.03333333333333333,0.0,0.0,2019-10-16 20:14:46
0,12,random-unexecuted-action-of-type:click-action:,2B,2B,1.0,104.0,96.0,96.0,54.0,76.0,25.0,0.0,0.0,0.018518518518518517,0.0,0.0,2019-10-16 20:16:37
0,13,random-unexecuted-action-of-type:click-action:,2B,2B,1.0,71.0,98.0,98.0,37.0,47.0,60.0,0.0,0.0,0.02702702702702703,0.0,0.0,2019-10-16 20:17:54
0,14,random-unexecuted-action-of-type:click-action:,2B,2B,1.0,64.0,100.0,100.0,32.0,81.0,22.0,0.0,0.0,0.03125,0.0,0.0,2019-10-16 20:19:03
0,15,random-unexecuted-action-of-type:click-action:,2B,2B,1.0,69.0,98.0,98.0,33.0,65.0,40.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.028086381836381836,2019-10-16 20:20:17
0,16,random-action-of-type-other-than:hit-key-action:,W6,W6,1.0,75.0,100.0,100.0,23.0,63.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,2019-10-16 20:21:38
0,17,random-action-of-type-other-than:hit-key-action:,W6,W6,1.0,69.0,98.0,98.0,20.0,52.0,0.0,0.0,0.0,0.05,0.0,0.0,2019-10-16 20:22:53
0,18,random-action-of-type-other-than:hit-key-action:,W6,W6,1.0,60.0,100.0,100.0,14.0,51.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,2019-10-16 20:23:58
0,19,random-action-of-type-other-than:hit-key-action:,W6,W6,1.0,66.0,100.0,100.0,30.0,37.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,2019-10-16 20:25:09
0,20,random-action-of-type-other-than:hit-key-action:,W6,W6,1.0,59.0,100.0,100.0,29.0,41.0,0.0,0.0,0.0,0.034482758620689655,0.043478260869565216,0.046544584850431926,2019-10-16 20:26:14
0,21,random-action:,U,U,1.0,54.0,100.0,100.0,18.0,37.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,2019-10-16 20:27:13
0,22,random-action:,U,U,1.0,61.0,100.0,100.0,20.0,45.0,0.0,0.0,0.0,0.05,0.0,0.0,2019-10-16 20:28:20
0,23,random-action:,U,U,1.0,67.0,98.0,98.0,21.0,34.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,2019-10-16 20:29:34
0,24,random-action:,U,U,1.0,64.0,100.0,100.0,21.0,28.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,2019-10-16 20:30:43
0,25,random-action:,U,U,1.0,67.0,100.0,100.0,20.0,58.0,0.0,0.0,0.0,0.05,0.05,0.05015873015873016,2019-10-16 20:31:55
0,26,random-least-executed-action:,X,X,1.0,71.0,100.0,100.0,14.0,96.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,2019-10-16 20:33:12
0,27,random-least-executed-action:,X,X,1.0,64.0,100.0,100.0,16.0,95.0,0.0,0.0,0.0,0.0625,0.0,0.0,2019-10-16 20:34:22
