ActionsExecuted, UniqueStates
1,1
2,1
3,1
4,2
5,2
6,2
7,2
8,2
9,3
10,3
11,4
12,4
13,4
14,4
15,4
16,5
17,5
18,5
19,5
20,5
21,5
22,5
23,5
24,6
25,6
26,7
27,8
28,8
29,9
30,9
31,9
32,9
33,9
34,9
35,9
36,9
37,9
38,9
39,9
40,9
41,10
42,10
43,10
44,10
45,10
46,10
47,11
48,11
49,11
50,11
51,11
52,11
53,11
54,11
55,11
56,11
57,11
58,11
59,11
60,11
61,11
62,12
63,13
64,13
65,13
66,14
67,15
68,16
69,16
70,17
71,17
72,18
73,18
74,18
75,18
76,18
77,18
78,18
79,18
80,19
81,19
82,19
83,19
84,20
85,21
86,21
87,22
88,22
89,23
90,24
91,24
92,24
93,25
94,25
95,25
96,25
97,26
98,26
99,27
100,27
101,27
102,28
103,29
104,29
105,30
106,30
107,31
108,31
109,31
110,31
111,32
112,32
113,32
114,32
115,33
116,34
117,35
118,36
119,36
120,36
121,36
122,37
123,37
124,37
125,37
126,37
127,38
128,38
129,39
130,40
131,40
132,40
133,40
134,41
135,41
136,41
137,41
138,42
139,42
140,43
141,43
142,43
143,43
144,43
145,43
146,43
147,43
148,43
149,43
150,43
151,43
152,43
153,43
154,43
155,43
156,43
157,44
158,44
159,44
160,44
161,44
162,44
163,44
164,44
165,44
166,44
167,44
168,44
169,44
170,44
171,44
172,44
173,44
174,44
175,45
176,45
177,45
178,45
179,45
180,45
181,45
182,46
183,46
184,46
185,47
186,47
187,47
188,47
189,48
190,48
191,48
192,48
193,48
194,48
195,49
196,49
197,49
198,49
199,49
200,49
201,50
202,50
203,50
204,50
205,51
206,51
207,51
208,52
209,52
210,53
211,53
212,53
213,53
214,53
215,53
216,53
217,54
218,54
219,54
220,54
221,54
222,54
223,54
224,54
225,55
226,55
227,55
228,55
229,56
230,56
231,56
232,56
233,56
234,56
235,56
236,56
237,56
238,57
239,57
240,57
241,57
242,57
243,57
244,57
245,57
246,57
247,57
248,57
249,57
250,57
251,57
252,57
253,57
254,57
255,57
256,57
257,57
258,57
259,57
260,57
261,57
262,57
263,57
264,57
265,57
266,58
267,58
268,58
269,59
270,59
271,60
272,61
273,61
274,61
275,62
276,62
277,63
278,63
279,63
280,64
281,64
282,64
283,64
284,64
285,65
286,65
287,65
288,65
289,66
290,66
291,67
292,67
293,67
294,67
295,67
296,67
297,68
298,68
299,68
300,69
301,69
302,69
303,69
304,69
305,69
306,69
307,69
308,69
309,69
310,70
311,71
312,71
313,72
314,72
315,73
316,73
317,73
318,73
319,74
320,74
321,75
322,75
323,75
324,75
325,75
326,75
327,75
328,75
329,75
330,75
331,75
332,76
333,76
334,76
335,76
336,76
337,76
338,76
339,77
340,77
341,78
342,78
343,78
344,78
345,78
346,78
347,78
348,78
349,78
350,79
351,79
352,80
353,80
354,80
355,81
356,81
357,82
358,83
359,83
360,84
361,84
362,84
363,85
364,86
365,86
366,87
367,87
368,87
369,88
370,88
371,89
372,89
373,90
374,91
375,92
376,93
377,93
378,93
379,93
380,93
381,93
382,93
383,93
384,93
385,93
386,93
387,94
388,94
389,95
390,96
391,97
392,98
393,98
394,98
395,99
396,99
397,99
398,99
399,100
400,100
401,101
402,101
403,101
404,102
405,102
406,102
407,103
408,103
409,103
410,104
411,104
412,104
413,104
414,104
415,104
416,105
417,105
418,106
419,107
420,107
421,107
422,107
423,108
424,108
425,108
426,108
427,109
428,109
429,109
430,110
431,110
432,111
433,111
434,111
435,111
436,111
437,112
438,112
439,112
440,112
441,112
442,113
443,114
444,114
445,115
446,116
447,117
448,117
449,118
450,118
451,119
452,119
453,120
454,120
455,120
456,120
457,120
458,121
459,121
460,122
461,123
462,123
463,123
464,123
465,124
466,124
467,124
468,125
469,125
470,125
471,125
472,125
473,125
474,125
475,125
476,126
477,126
478,126
479,126
480,126
481,126
482,126
483,126
484,127
485,127
486,128
487,129
488,130
489,130
490,130
491,131
492,131
493,131
494,131
495,131
496,132
497,132
498,132
499,132
500,132
