ActionsExecuted, UniqueStates
1,1
2,2
3,3
4,3
5,3
6,4
7,5
8,6
9,7
10,7
11,8
12,9
13,10
14,10
15,10
16,10
17,11
18,12
19,12
20,13
21,13
22,13
23,13
24,13
25,13
26,13
27,13
28,13
29,13
30,13
31,13
32,13
33,13
34,13
35,13
36,14
37,14
38,14
39,14
40,15
41,15
42,15
43,16
44,16
45,17
46,18
47,18
48,18
49,18
50,19
51,20
52,20
53,20
54,20
55,21
56,21
57,22
58,22
59,22
60,22
61,23
62,23
63,24
64,25
65,26
66,26
67,26
68,26
69,26
70,26
71,26
72,26
73,26
74,26
75,26
76,26
77,26
78,26
79,26
80,26
81,26
82,27
83,27
84,27
85,27
86,28
87,28
88,28
89,28
90,28
91,28
92,28
93,28
94,28
95,28
96,28
97,28
98,28
99,28
100,28
101,28
102,29
103,29
104,29
105,30
106,30
107,30
108,30
109,31
110,31
111,31
112,32
113,32
114,32
115,32
116,33
117,33
118,34
119,34
120,35
121,35
122,36
123,36
124,36
125,36
126,36
127,36
128,37
129,38
130,38
131,39
132,39
133,39
134,39
135,40
136,40
137,40
138,40
139,40
140,41
141,41
142,42
143,42
144,42
145,42
146,42
147,42
148,42
149,42
150,43
151,44
152,44
153,45
154,46
155,46
156,46
157,47
158,47
159,48
160,48
161,48
162,49
163,49
164,50
165,50
166,51
167,51
168,51
169,52
170,53
171,53
172,53
173,53
174,54
175,54
176,55
177,55
178,55
179,56
180,56
181,57
182,57
183,57
184,57
185,57
186,58
187,58
188,58
189,58
190,58
191,58
192,58
193,58
194,58
195,59
196,59
197,60
198,61
199,61
200,62
201,62
202,63
203,63
204,63
205,63
206,64
207,65
208,65
209,65
210,65
211,66
212,67
213,68
214,68
215,68
216,68
217,68
218,69
219,69
220,69
221,70
222,70
223,71
224,72
225,72
226,73
227,73
228,73
229,73
230,74
231,74
232,75
233,76
234,76
235,77
236,77
237,77
238,78
239,79
240,79
241,80
242,80
243,80
244,80
245,80
246,81
247,81
248,81
249,81
250,82
251,83
252,83
253,83
254,83
255,83
256,84
257,84
258,85
259,85
260,85
261,85
262,85
263,86
264,87
265,88
266,89
267,89
268,89
269,89
270,89
271,89
272,89
273,89
274,89
275,89
276,90
277,91
278,91
279,91
280,91
281,91
282,91
283,91
284,91
285,91
286,91
287,91
288,91
289,92
290,92
291,93
292,94
293,95
294,96
295,96
296,96
297,96
298,97
299,98
300,98
301,98
302,99
303,99
304,99
305,100
306,101
307,101
308,102
309,103
310,104
311,105
312,106
313,107
314,107
315,107
316,107
317,107
318,107
319,108
320,109
321,109
322,110
323,110
324,110
325,110
326,110
327,110
328,110
329,110
330,110
331,110
332,111
333,111
334,111
335,111
336,111
337,112
338,112
339,113
340,114
341,114
342,114
343,114
344,114
345,114
346,114
347,114
348,115
349,116
350,116
351,117
352,118
353,118
354,119
355,119
356,119
357,119
358,120
359,121
360,122
361,122
362,122
363,122
364,122
365,122
366,122
367,122
368,123
369,123
370,124
371,124
372,124
373,124
374,124
375,124
376,125
377,125
378,125
379,126
380,126
381,126
382,126
383,126
384,126
385,127
386,127
387,127
388,128
389,129
390,130
391,130
392,130
393,130
394,130
395,130
396,131
397,132
398,132
399,133
400,133
401,133
402,133
403,133
404,133
405,133
406,134
407,135
408,135
409,136
410,136
411,136
412,136
413,136
414,136
415,136
416,136
417,136
418,136
419,136
420,136
421,136
422,136
423,136
424,137
425,138
426,139
427,140
428,141
429,141
430,141
431,141
432,141
433,141
434,142
435,143
436,144
437,144
438,144
439,144
440,145
441,146
442,147
443,147
444,148
445,148
446,148
447,148
448,148
449,148
450,149
451,150
452,150
453,150
454,151
455,152
456,152
457,152
458,153
459,153
460,153
461,154
462,154
463,155
464,155
465,155
466,155
467,155
468,155
469,155
470,156
471,157
472,158
473,158
474,159
475,159
476,160
477,160
478,160
479,160
480,160
481,161
482,161
483,161
484,162
485,162
486,163
487,163
488,163
489,164
490,165
491,165
492,165
493,165
494,166
495,166
496,167
497,167
498,168
499,169
500,169
