ActionsExecuted, UniqueStates
1,1
2,2
3,3
4,3
5,4
6,5
7,5
8,5
9,5
10,5
11,6
12,7
13,8
14,9
15,10
16,10
17,10
18,10
19,10
20,10
21,10
22,10
23,10
24,10
25,10
26,10
27,10
28,10
29,10
30,10
31,10
32,11
33,11
34,12
35,13
36,13
37,13
38,14
39,15
40,16
41,16
42,17
43,17
44,18
45,19
46,19
47,20
48,21
49,22
50,23
51,24
52,25
53,26
54,27
55,27
56,27
57,27
58,27
59,27
60,27
61,27
62,27
63,27
64,27
65,27
66,27
67,27
68,27
69,27
70,27
71,27
72,27
73,27
74,27
75,27
76,27
77,27
78,27
79,27
80,27
81,27
82,27
83,27
84,27
85,27
86,27
87,27
88,27
89,27
90,27
91,27
92,27
93,27
94,27
95,27
96,27
97,27
98,27
99,27
100,27
101,27
102,27
103,27
104,27
105,27
106,27
107,27
108,27
109,27
110,27
111,27
112,27
113,27
114,27
115,27
116,27
117,27
118,27
119,27
120,27
121,27
122,27
123,27
124,27
125,27
126,27
127,27
128,27
129,27
130,27
131,27
132,27
133,27
134,27
135,27
136,27
137,27
138,27
139,27
140,27
141,27
142,27
143,27
144,27
145,27
146,27
147,27
148,27
149,27
150,27
151,27
152,27
153,27
154,27
155,27
156,27
157,27
158,27
159,27
160,27
161,27
162,27
163,27
164,27
165,27
166,27
167,28
168,28
169,29
170,30
171,31
172,31
173,31
174,31
175,31
176,31
177,31
178,31
179,31
180,32
181,33
182,33
183,33
184,33
185,34
186,34
187,34
188,34
189,34
190,34
191,34
192,34
193,34
194,34
195,35
196,35
197,36
198,37
199,38
200,39
201,40
202,41
203,41
204,41
205,41
206,42
207,43
208,43
209,43
210,43
211,43
212,44
213,44
214,44
215,44
216,45
217,46
218,46
219,46
220,47
221,47
222,47
223,47
224,47
225,47
226,47
227,47
228,47
229,47
230,47
231,47
232,47
233,47
234,47
235,47
236,47
237,47
238,47
239,47
240,47
241,47
242,48
243,49
244,49
245,49
246,50
247,50
248,50
249,50
250,51
251,51
252,51
253,51
254,51
255,51
256,51
257,51
258,52
259,52
260,52
261,52
262,52
263,52
264,52
265,52
266,52
267,53
268,53
269,53
270,53
271,53
272,53
273,54
274,55
275,55
276,55
277,55
278,55
279,55
280,55
281,55
282,55
283,56
284,57
285,57
286,57
287,57
288,57
289,57
290,57
291,57
292,57
293,57
294,57
295,57
296,57
297,57
298,57
299,57
300,57
301,57
302,57
303,57
304,57
305,57
306,57
307,57
308,57
309,57
310,58
311,59
312,59
313,60
314,61
315,61
316,61
317,62
318,63
319,63
320,63
321,63
322,64
323,64
324,65
325,65
326,65
327,65
328,65
329,65
330,66
331,66
332,66
333,66
334,67
335,67
336,67
337,68
338,68
339,68
340,68
341,68
342,68
343,69
344,69
345,69
346,69
347,69
348,69
349,69
350,70
351,71
352,72
353,72
354,72
355,73
356,73
357,74
358,74
359,74
360,74
361,74
362,74
363,74
364,74
365,74
366,74
367,74
368,74
369,74
370,74
371,74
372,74
373,75
374,75
375,75
376,75
377,75
378,75
379,75
380,75
381,75
382,76
383,77
384,77
385,77
386,77
387,77
388,77
389,77
390,77
391,77
392,77
393,77
394,77
395,77
396,77
397,77
398,77
399,77
400,77
401,77
402,77
403,77
404,77
405,77
406,77
407,77
408,77
409,78
410,78
411,78
412,78
413,79
414,80
415,80
416,80
417,80
418,81
419,81
420,81
421,81
422,81
423,82
424,83
425,83
426,84
427,85
428,86
429,87
430,87
431,87
432,87
433,88
434,88
435,88
436,88
437,89
438,89
439,89
440,89
441,89
442,89
443,90
444,90
445,90
446,91
447,91
448,91
449,91
450,92
451,93
452,93
453,93
454,93
455,93
456,93
457,93
458,93
459,93
460,94
461,94
462,94
463,94
464,94
465,94
466,94
467,94
468,94
469,94
470,95
471,95
472,95
473,96
474,96
475,96
476,96
477,97
478,97
479,97
480,97
481,97
482,98
483,99
484,100
485,100
486,100
487,101
488,101
489,102
490,103
491,103
492,103
493,104
494,104
495,105
496,106
