ActionsExecuted, UniqueStates
1,1
2,2
3,3
4,4
5,5
6,5
7,5
8,6
9,7
10,7
11,8
12,8
13,8
14,9
15,9
16,10
17,11
18,11
19,12
20,12
21,13
22,13
23,13
24,13
25,13
26,13
27,13
28,13
29,14
30,14
31,14
32,14
33,15
34,15
35,15
36,15
37,15
38,16
39,17
40,17
41,17
42,17
43,17
44,18
45,19
46,20
47,21
48,22
49,23
50,23
51,23
52,24
53,25
54,25
55,26
56,27
57,27
58,27
59,28
60,28
61,29
62,30
63,31
64,32
65,33
66,34
67,35
68,36
69,37
70,37
71,38
72,39
73,40
74,41
75,41
76,42
77,42
78,43
79,43
80,43
81,44
82,45
83,46
84,47
85,47
86,47
87,48
88,49
89,49
90,49
91,49
92,49
93,49
94,49
95,50
96,50
97,50
98,50
99,50
100,50
101,50
102,51
103,51
104,51
105,51
106,51
107,51
108,51
109,52
110,52
111,52
112,53
113,53
114,53
115,53
116,54
117,54
118,54
119,54
120,54
121,55
122,55
123,56
124,56
125,56
126,56
127,56
128,56
129,56
130,56
131,56
132,56
133,56
134,56
135,57
136,57
137,58
138,58
139,58
140,59
141,59
142,59
143,59
144,60
145,60
146,60
147,60
148,60
149,60
150,60
151,60
152,60
153,60
154,60
155,60
156,61
157,61
158,61
159,62
160,62
161,62
162,62
163,62
164,63
165,63
166,64
167,65
168,65
169,66
170,67
171,68
172,69
173,70
174,71
175,72
176,72
177,73
178,73
179,73
180,73
181,73
182,73
183,73
184,74
185,75
186,75
187,75
188,75
189,76
190,76
191,77
192,78
193,79
194,79
195,79
196,79
197,79
198,79
199,79
200,80
201,80
202,80
203,80
204,80
205,80
206,81
207,81
208,81
209,81
210,81
211,81
212,82
213,82
214,82
215,82
216,82
217,82
218,82
219,82
220,82
221,82
222,83
223,84
224,84
225,84
226,84
227,84
228,84
229,84
230,85
231,85
232,85
233,85
234,85
235,85
236,85
237,86
238,87
239,88
240,88
241,88
242,89
243,90
244,91
245,91
246,91
247,91
248,91
249,91
250,91
251,92
252,93
253,94
254,95
255,95
256,95
257,95
258,95
259,95
260,95
261,95
262,95
263,96
264,97
265,97
266,98
267,98
268,99
269,99
270,99
271,99
272,100
273,100
274,100
275,100
276,100
277,101
278,102
279,102
280,103
281,104
282,105
283,106
284,106
285,107
286,108
287,109
288,110
289,110
290,110
291,111
292,111
293,111
294,111
295,111
296,111
297,111
298,111
299,111
300,112
301,113
302,114
303,114
304,114
305,114
306,114
307,114
308,114
309,114
310,114
311,114
312,114
313,114
314,114
315,114
316,114
317,114
318,114
319,115
320,116
321,117
322,118
323,118
324,118
325,119
326,119
327,119
328,119
329,119
330,119
331,119
332,119
333,119
334,120
335,121
336,121
337,121
338,122
339,122
340,123
341,124
342,124
343,124
344,124
345,124
346,125
347,125
348,125
349,126
350,127
351,127
352,127
353,127
354,127
355,127
356,127
357,127
358,128
359,128
360,128
361,128
362,128
363,128
364,128
365,128
366,128
367,128
368,128
369,128
370,128
371,128
372,128
373,129
374,130
375,130
376,130
377,130
378,130
379,130
380,130
381,130
382,130
383,130
384,131
385,131
386,132
387,133
388,134
389,134
390,135
391,136
392,137
393,138
394,138
395,138
396,139
397,139
398,139
399,139
400,139
401,139
402,139
403,139
404,139
405,140
406,141
407,142
408,142
409,142
410,143
411,143
412,144
413,145
414,146
415,147
416,147
417,147
418,148
419,148
420,148
421,148
422,149
423,149
424,150
425,151
426,151
427,151
428,152
429,152
430,152
431,152
432,152
433,153
434,153
435,154
436,154
437,155
438,155
439,155
440,155
441,156
442,157
443,157
444,157
445,158
446,158
447,159
448,159
449,160
450,160
451,160
452,160
453,160
454,160
455,160
456,160
457,161
458,161
459,162
460,162
461,162
462,162
463,162
464,163
465,163
466,163
467,163
468,164
469,164
470,164
471,164
472,164
473,165
474,166
475,166
476,166
477,166
478,166
479,166
480,166
481,167
482,168
483,168
484,169
485,170
486,171
487,171
488,171
489,171
490,172
491,173
492,173
493,173
494,173
495,173
496,173
497,173
498,173
