ActionsExecuted, UniqueStates
1,1
2,1
3,2
4,3
5,3
6,4
7,5
8,6
9,6
10,7
11,8
12,8
13,9
14,10
15,11
16,11
17,11
18,11
19,11
20,11
21,11
22,12
23,13
24,14
25,14
26,15
27,15
28,15
29,16
30,17
31,18
32,18
33,19
34,20
35,21
36,22
37,23
38,24
39,25
40,25
41,25
42,26
43,27
44,28
45,28
46,29
47,30
48,31
49,31
50,32
51,33
52,34
53,34
54,35
55,36
56,36
57,37
58,38
59,39
60,39
61,40
62,41
63,42
64,43
65,43
66,44
67,44
68,45
69,46
70,47
71,48
72,49
73,50
74,51
75,52
76,52
77,53
78,53
79,53
80,53
81,54
82,54
83,55
84,56
85,57
86,57
87,58
88,58
89,59
90,60
91,60
92,60
93,60
94,61
95,62
96,63
97,64
98,65
99,66
100,67
